pickup_datetime,dropoff_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,trip_distance,actual_duration_min
2021-04-13 06:41:00,2021-04-13 07:30:00,-73.91474296953074,40.86057268961123,-73.92413999638585,40.85641128362392,0.9157901605901351,5.0
2021-12-15 10:05:00,2021-12-15 10:29:00,-74.00726282851922,40.60604841463537,-74.04910379009151,40.6,3.5958083424211797,12.686664821191803
2021-09-28 03:48:00,2021-09-28 04:41:00,-73.81193073470021,40.67305187822158,-73.82642841195064,40.67464631644039,1.2354315268013094,5.0
2021-04-17 08:56:00,2021-04-17 09:32:00,-73.96478718602543,40.62700238213378,-73.96171506121239,40.61641125621423,1.2058848910597244,5.0
2021-03-13 04:27:00,2021-03-13 05:10:00,-73.82989634164673,40.732624905156804,-73.825263527211,40.738882665892724,0.797838487359983,5.0
2021-07-08 23:48:00,2021-07-09 00:41:00,-73.97189479505897,40.86698803648459,-73.93523408291381,40.85329643891914,3.4384884587834303,10.979911972167589
2021-01-21 17:14:00,2021-01-21 17:44:00,-73.91424470647074,40.74026207868006,-73.88563180531337,40.74273399526583,2.426204027794008,13.459760861272073
2021-04-13 22:23:00,2021-04-13 22:53:00,-73.75016476781596,40.85491391337412,-73.73427996608193,40.85386253313517,1.3410966431225075,5.0
2021-05-02 02:05:00,2021-05-02 02:45:00,-73.79138293098407,40.698153471405796,-73.80437209163681,40.73526287575438,4.269122172934948,9.776958390054443
2021-08-03 05:05:00,2021-08-03 05:52:00,-73.9958931850197,40.701871021841576,-73.99025819035693,40.740080299791,4.275134927720719,14.423276541260764
2021-11-27 18:32:00,2021-11-27 19:11:00,-73.83730214141906,40.868668519098065,-73.82703841513627,40.88441800328872,1.9523293836865265,5.0
2021-03-29 22:58:00,2021-03-29 23:45:00,-73.82997577191416,40.72774514395351,-73.80361922661666,40.72597924029882,2.2296420574124602,13.751873884118694
2021-04-10 10:27:00,2021-04-10 11:06:00,-74.01830103427434,40.8369296463384,-74.03808257865632,40.85299095110412,2.440971252614669,10.82142901083704
2021-12-26 22:55:00,2021-12-26 23:11:00,-73.88696802098242,40.67099306436457,-73.86914535575261,40.68641726313191,2.28043440228381,11.117887159039213
2021-06-01 11:28:00,2021-06-01 12:05:00,-73.95876606151634,40.88464024890329,-73.9468531863707,40.87523621040092,1.4479446392753803,9.070326623184183
2021-05-11 17:17:00,2021-05-11 17:57:00,-73.88650445003277,40.77237347395917,-73.89668133241283,40.73938062347126,3.767451445167378,8.020264682016403
2021-05-30 21:20:00,2021-05-30 21:38:00,-73.77802515303699,40.82779707057352,-73.75195075996298,40.78973664489556,4.7672535049279565,14.86481734255027
2021-11-05 20:32:00,2021-11-05 21:09:00,-73.99460915406638,40.62685470993846,-74.03254093645555,40.62447436159565,3.2121647040186603,13.02315259933199
2021-09-15 04:40:00,2021-09-15 05:30:00,-74.00684352804419,40.74779926774916,-73.96338424951063,40.73769997877833,3.8296457725326234,11.511818083758328
2021-12-10 07:22:00,2021-12-10 08:11:00,-73.95573922671298,40.870311549320206,-73.92941087560101,40.85942904269129,2.5231070179391537,5.0
2021-10-21 13:56:00,2021-10-21 14:45:00,-73.71670359237869,40.86311158871299,-73.72058521745817,40.84701840246704,1.8190155760004552,10.099070893803793
2021-07-11 06:28:00,2021-07-11 06:56:00,-73.78826152608526,40.61404418717027,-73.7967212308822,40.6,1.7171901524710338,5.0
2021-10-04 10:16:00,2021-10-04 10:35:00,-74.04319044801491,40.69110954073869,-74.04387860575343,40.70420634578657,1.4574533677750072,5.88337535194286
2021-06-10 02:26:00,2021-06-10 03:01:00,-73.90964830513082,40.732996001943725,-73.92468582716582,40.672412817037404,6.854770169596286,23.475681088361426
2021-11-10 21:42:00,2021-11-10 22:03:00,-73.95991070732187,40.65167944430674,-73.96443617917144,40.663444793513364,1.3628054041557902,11.651769705938982
2021-01-22 08:40:00,2021-01-22 08:56:00,-73.82664940106974,40.81899949329699,-73.81022976932131,40.813478691377156,1.5119980004790001,5.5569697832854335
2021-09-10 10:29:00,2021-09-10 10:55:00,-73.88924764126303,40.65535359867962,-73.90341215289956,40.68416845256919,3.4195252648094856,5.0
